0.000000000000000000e+00,nan
2.000000000000000000e+00,nan
4.000000000000000000e+00,nan
6.000000000000000000e+00,nan
8.000000000000000000e+00,nan
1.000000000000000000e+01,nan
1.200000000000000000e+01,nan
1.400000000000000000e+01,nan
1.600000000000000000e+01,nan
1.800000000000000000e+01,nan
2.000000000000000000e+01,nan
2.200000000000000000e+01,nan
2.400000000000000000e+01,nan
2.600000000000000000e+01,nan
2.800000000000000000e+01,nan
3.000000000000000000e+01,nan
3.200000000000000000e+01,nan
3.400000000000000000e+01,nan
3.600000000000000000e+01,nan
3.800000000000000000e+01,nan
4.000000000000000000e+01,nan
4.200000000000000000e+01,nan
4.400000000000000000e+01,nan
4.600000000000000000e+01,nan
4.800000000000000000e+01,nan
5.000000000000000000e+01,nan
5.200000000000000000e+01,nan
5.400000000000000000e+01,nan
5.600000000000000000e+01,nan
5.800000000000000000e+01,nan
6.000000000000000000e+01,nan
6.200000000000000000e+01,nan
6.400000000000000000e+01,nan
6.600000000000000000e+01,nan
6.800000000000000000e+01,nan
7.000000000000000000e+01,nan
7.200000000000000000e+01,nan
7.400000000000000000e+01,nan
7.600000000000000000e+01,nan
7.800000000000000000e+01,nan
8.000000000000000000e+01,nan
8.200000000000000000e+01,nan
8.400000000000000000e+01,nan
8.600000000000000000e+01,nan
8.800000000000000000e+01,nan
9.000000000000000000e+01,nan
9.200000000000000000e+01,nan
9.400000000000000000e+01,nan
9.600000000000000000e+01,nan
9.800000000000000000e+01,nan
1.000000000000000000e+02,nan
1.020000000000000000e+02,nan
1.040000000000000000e+02,nan
1.060000000000000000e+02,nan
1.080000000000000000e+02,1.363000000000000045e-01
1.100000000000000000e+02,1.365000000000000102e-01
1.120000000000000000e+02,nan
1.140000000000000000e+02,nan
1.160000000000000000e+02,nan
1.180000000000000000e+02,1.380000000000000115e-01
1.200000000000000000e+02,1.381000000000000005e-01
1.220000000000000000e+02,1.388000000000000067e-01
1.240000000000000000e+02,1.390000000000000124e-01
1.260000000000000000e+02,1.393000000000000071e-01
1.280000000000000000e+02,1.396000000000000019e-01
1.300000000000000000e+02,1.406000000000000028e-01
1.320000000000000000e+02,1.409000000000000252e-01
